target,model,held_out_country,pr_auc_local,roc_auc_local,f1_local,recall_local,precision_local,balanced_accuracy_local,false_alarm_rate_local,missed_event_rate_local,pr_auc_weighted,roc_auc_weighted,f1_weighted,recall_weighted,precision_weighted,balanced_accuracy_weighted,false_alarm_rate_weighted,missed_event_rate_weighted,feature_regime,temperature,weighting_strategy,pr_auc_delta,roc_auc_delta,f1_delta,recall_delta,precision_delta,balanced_accuracy_delta,false_alarm_rate_delta,missed_event_rate_delta
extreme_abs_151_h3,xgboost,Pakistan,0.9688713117622846,0.8798297372813878,0.8315544105017789,0.7424690546609706,0.944932385333891,0.7729758208628236,0.1965174129353233,0.2575309453390295,0.9690003186448932,0.8796651805056217,0.8281683198817078,0.7362252163435207,0.9463531399605744,0.7733364887687753,0.1895522388059701,0.2637747836564793,local,2.0,country_environmental_similarity,0.0001290068826086399,-0.0001645567757661004,-0.003386090620071114,-0.006243838317449901,0.0014207546266833404,0.00036066790595168374,-0.0069651741293531855,0.00624383831744979
extreme_abs_151_h3,xgboost,Philippines,0.0497557408069582,0.9065392683360592,0.0,0.0,0.0,0.499899416616375,0.00020116676725,1.0,0.0477571906696501,0.903557663433421,0.0,0.0,0.0,0.499899416616375,0.00020116676725,1.0,local,2.0,country_environmental_similarity,-0.001998550137308104,-0.002981604902638213,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h3,xgboost,Russia,0.7822014502178402,0.9536088170334808,0.6513089005235602,0.5127782357790602,0.8923959827833573,0.7528616980795404,0.0070548396199793,0.4872217642209398,0.7877982961596666,0.9579869663631296,0.6548488008342023,0.517724649629019,0.8907801418439716,0.7552408404762534,0.007242968676512,0.482275350370981,local,2.0,country_environmental_similarity,0.005596845941826412,0.004378149329648862,0.003539900310642108,0.004946413849958753,-0.0016158409393857154,0.0023791423967129965,0.00018812905653269995,-0.004946413849958808
extreme_abs_151_h3,xgboost,Saudi Arabia,0.0181822701394581,0.5675487136675592,0.0,0.0,0.0,0.5,0.0,1.0,0.0165724002659242,0.5621866722321731,0.0,0.0,0.0,0.4999521118666794,9.577626664112632e-05,1.0,local,2.0,country_environmental_similarity,-0.0016098698735339013,-0.0053620414353861,0.0,0.0,0.0,-4.7888133320572734e-05,9.577626664112632e-05,0.0
extreme_abs_151_h3,xgboost,South Africa,0.0420644860467548,0.923755055710263,0.0,0.0,0.0,0.5,0.0,1.0,0.0492706035638467,0.9371704238221014,0.0,0.0,0.0,0.5,0.0,1.0,local,2.0,country_environmental_similarity,0.007206117517091902,0.01341536811183841,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h3,xgboost,South Korea,0.0524454066273345,0.8621922219009326,0.0,0.0,0.0,0.4999592867030372,8.14265939255761e-05,1.0,0.0461026124250755,0.8534237959282855,0.0,0.0,0.0,0.5,0.0,1.0,local,2.0,country_environmental_similarity,-0.006342794202259,-0.008768425972647043,0.0,0.0,0.0,4.071329696281323e-05,-8.14265939255761e-05,0.0
extreme_abs_151_h3,xgboost,Thailand,0.0525012273762282,0.9491326598835442,0.0,0.0,0.0,0.4995350278983261,0.0009299442033477,1.0,0.0607903894574339,0.9509135334232888,0.0,0.0,0.0,0.4997933457325894,0.0004133085348212,1.0,local,2.0,country_environmental_similarity,0.008289162081205698,0.001780873539744543,0.0,0.0,0.0,0.0002583178342632775,-0.0005166356685265001,0.0
extreme_abs_151_h3,xgboost,Turkey,0.2602479389762805,0.8445574876279575,0.1054216867469879,0.0583333333333333,0.546875,0.5276921903599756,0.0029489526133821,0.9416666666666668,0.2654942891455325,0.8462161887329672,0.0916030534351145,0.05,0.5454545454545454,0.5237288997356111,0.0025422005287777,0.95,local,2.0,country_environmental_similarity,0.005246350169252012,0.0016587011050097633,-0.013818633311873399,-0.008333333333333297,-0.0014204545454545858,-0.003963290624364513,-0.0004067520846043997,0.008333333333333193
extreme_abs_151_h3,xgboost,United Kingdom,0.0011337868480725,0.9143995336183444,0.0,0.0,0.0,0.5,0.0,1.0,0.0011402508551881,0.9148853478429848,0.0,0.0,0.0,0.5,0.0,1.0,local,2.0,country_environmental_similarity,6.464007115600072e-06,0.0004858142246404462,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h3,xgboost,United States,0.0171443953030203,0.9077749453750912,0.0,0.0,0.0,0.5,0.0,1.0,0.0184455945580435,0.9197742170429716,0.0,0.0,0.0,0.5,0.0,1.0,local,2.0,country_environmental_similarity,0.0013011992550231999,0.011999271667880396,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h3,xgboost,Vietnam,0.439564785731255,0.8690467940168357,0.2648221343873518,0.1632155907429963,0.7015706806282722,0.5787275528247574,0.0057604850934815,0.8367844092570037,0.4600055012454568,0.8728860095558786,0.2339544513457556,0.1376370280146163,0.7793103448275862,0.5672015357354537,0.0032339565437089,0.8623629719853837,local,2.0,country_environmental_similarity,0.02044071551420179,0.003839215539042873,-0.030867683041596206,-0.025578562728379994,0.077739664199314,-0.011526017089303675,-0.0025265285497726004,0.025578562728379994
