target,model,regime,threshold,rows,events,predicted_alerts,tp,fp,fn,tn,precision,recall,f1,false_alarm_rate,false_alerts_per_100_city_months,alerts_per_100_city_months,missed_events_per_100_events
extreme_abs_151_h3,xgboost,local_features,0.3,325005,42715,47603,30799,16804,11916,265486,0.6469970380018066,0.721034765304928,0.6820124449168494,0.0595274363243473,5.170381994123168,14.646851586898663,27.896523469507198
extreme_abs_151_h3,xgboost,local_features,0.31,325005,42715,46856,30522,16334,12193,265956,0.6514000341471743,0.7145499239143158,0.6815152225608735,0.05786248184491126,5.025768834325626,14.417008969092784,28.54500760856842
extreme_abs_151_h3,xgboost,local_features,0.32,325005,42715,46217,30325,15892,12390,266398,0.6561438431745894,0.7099379609036638,0.6819817388566545,0.05629671614297354,4.8897709266011296,14.220396609282934,29.00620390963362
extreme_abs_151_h3,xgboost,local_features,0.33,325005,42715,45586,30095,15491,12620,266799,0.6601807572500329,0.7045534355612783,0.6816457344763932,0.05487619115094407,4.766388209412163,14.026245750065383,29.544656443872174
extreme_abs_151_h3,xgboost,local_features,0.34,325005,42715,44975,29882,15093,12833,267197,0.6644135630906058,0.6995668968746342,0.6815372334359676,0.053466293527932265,4.643928554945308,13.83824864232858,30.04331031253658
extreme_abs_151_h3,xgboost,local_features,0.35,325005,42715,44353,29658,14695,13057,267595,0.6686808107681554,0.6943228374107456,0.6812606238801855,0.05205639590492047,4.521468900478454,13.646866971277365,30.567716258925437
extreme_abs_151_h3,xgboost,local_features,0.36,325005,42715,43772,29446,14326,13269,267964,0.6727131499588779,0.6893597097038511,0.6809347069501775,0.050749229515746216,4.407932185658682,13.46810049076168,31.06402902961489
extreme_abs_151_h3,xgboost,local_features,0.37,325005,42715,43208,29236,13972,13479,268318,0.6766339566746898,0.6844434039564555,0.6805162762007844,0.049495199971660346,4.29901078444947,13.294564699004631,31.555659604354442
extreme_abs_151_h3,xgboost,local_features,0.38,325005,42715,42618,29008,13610,13707,268680,0.6806513679665869,0.679105700573569,0.6798776557720929,0.04821283077686068,4.187627882647959,13.113029030322611,32.0894299426431
extreme_abs_151_h3,xgboost,local_features,0.39,325005,42715,42053,28801,13252,13914,269038,0.6848738496658978,0.674259627765422,0.6795252925632315,0.046944631407417906,4.077475731142598,12.939185550991523,32.5740372234578
extreme_abs_151_h3,xgboost,local_features,0.4,325005,42715,41470,28576,12894,14139,269396,0.6890764408005787,0.668992157321784,0.6788857872542615,0.04567643203797513,3.9673235796372364,12.759803695327765,33.10078426782161
extreme_abs_151_h3,xgboost,local_features,0.41,325005,42715,40860,28340,12520,14375,269770,0.693587860988742,0.6634671661009013,0.678193239605145,0.04435155336710475,3.852248426947278,12.572114275164997,33.653283389909866
extreme_abs_151_h3,xgboost,local_features,0.42,325005,42715,40291,28103,12188,14612,270102,0.6975006825345611,0.6579187639002693,0.6771317736067273,0.04317545786248184,3.7500961523668868,12.39704004553776,34.20812360997308
extreme_abs_151_h3,xgboost,local_features,0.43,325005,42715,39786,27910,11876,14805,270414,0.7015030412707988,0.6534004448086153,0.6765978594198858,0.042070211484643454,3.654097629267242,12.241657820648912,34.65995551913848
extreme_abs_151_h3,xgboost,local_features,0.44,325005,42715,39241,27676,11565,15039,270725,0.7052827399913356,0.6479222755472317,0.6753867929132705,0.04096850756314428,3.558406793741635,12.073968092798573,35.20777244527684
extreme_abs_151_h3,xgboost,local_features,0.45,325005,42715,38716,27432,11284,15283,271006,0.7085442711023866,0.6422099964883531,0.6737483268042883,0.039973077331821885,3.471946585437147,11.912432116428977,35.7790003511647
extreme_abs_151_h3,xgboost,local_features,0.46,325005,42715,38213,27212,11001,15503,271289,0.7121136785910555,0.6370595809434625,0.6724990114669831,0.03897056218782104,3.384871001984585,11.757665266688205,36.29404190565375
extreme_abs_151_h3,xgboost,local_features,0.47,325005,42715,37666,26996,10670,15719,271620,0.7167206499230074,0.6320028093175699,0.671701023873801,0.037798009139537354,3.283026414978231,11.58936016368979,36.79971906824301
extreme_abs_151_h3,xgboost,local_features,0.48,325005,42715,37136,26748,10388,15967,271902,0.720271434726411,0.6261968863396933,0.6699477777360334,0.03679903645187573,3.196258519099706,11.426285749450008,37.38031136603067
extreme_abs_151_h3,xgboost,local_features,0.49,325005,42715,36616,26550,10066,16165,272224,0.7250928555822591,0.6215615123492918,0.6693474177811952,0.03565836551064508,3.0971831202596882,11.2662882109506,37.84384876507082
extreme_abs_151_h3,xgboost,local_features,0.5,325005,42715,36069,26324,9745,16391,272545,0.7298233940502925,0.6162706309259043,0.6682575142160845,0.03452123702575366,2.998415408993708,11.097983107952185,38.372936907409574
extreme_abs_151_h3,xgboost,local_features,0.51,325005,42715,35550,26109,9441,16606,272849,0.7344303797468354,0.6112372702797612,0.6671947869418002,0.03344433029862907,2.9048783864863617,10.938293257026816,38.87627297202388
extreme_abs_151_h3,xgboost,local_features,0.52,325005,42715,35038,25888,9150,16827,273140,0.7388549574747417,0.6060634437551211,0.6659035664218743,0.032413475503914414,2.815341302441501,10.780757219119705,39.393655624487884
extreme_abs_151_h3,xgboost,local_features,0.53,325005,42715,34545,25652,8893,17063,273397,0.742567665364018,0.6005384525342385,0.6640434895159202,0.03150306422473343,2.736265595913909,10.629067245119305,39.94615474657614
extreme_abs_151_h3,xgboost,local_features,0.54,325005,42715,34056,25442,8614,17273,273676,0.7470636598543575,0.595622146786843,0.6628023602662464,0.03051471890608948,2.650420762757496,10.478608021415056,40.437785321315694
extreme_abs_151_h3,xgboost,local_features,0.55,325005,42715,33569,25202,8367,17513,273923,0.7507521820727456,0.5900035116469624,0.6607414398825442,0.029639732190300753,2.5744219319702775,10.328764172858879,40.99964883530376
extreme_abs_151_h3,xgboost,local_features,0.56,325005,42715,33039,24977,8062,17738,274228,0.755985350646206,0.5847360412033243,0.6594239248092509,0.028559283006836942,2.480577221888894,10.165689758619099,41.52639587966756
extreme_abs_151_h3,xgboost,local_features,0.57,325005,42715,32526,24725,7801,17990,274489,0.7601611018877206,0.5788364743064497,0.6572214617030608,0.027634701902299053,2.400270765065153,10.007846033137952,42.11635256935503
extreme_abs_151_h3,xgboost,local_features,0.58,325005,42715,32036,24498,7538,18217,274752,0.7647022100137345,0.5735221819033126,0.6554561142994743,0.026703035885082715,2.319348933093337,9.857079121859664,42.647781809668736
extreme_abs_151_h3,xgboost,local_features,0.59,325005,42715,31550,24257,7293,18458,274997,0.7688431061806656,0.5678801357836826,0.6532552346327342,0.02583513408197244,2.243965477454193,9.707542960877525,43.21198642163174
extreme_abs_151_h3,xgboost,local_features,0.6,325005,42715,31046,24023,7023,18692,275267,0.7737872833859435,0.562401966522299,0.6513740323477176,0.024878670870381522,2.160889832464116,9.552468423562715,43.7598033477701
extreme_abs_151_h3,xgboost,local_features,0.61,325005,42715,30520,23785,6735,18930,275555,0.7793250327653998,0.5568301533419173,0.6495528094490339,0.023858443444684543,2.0722758111413673,9.390624759619083,44.31698466580826
extreme_abs_151_h3,xgboost,local_features,0.62,325005,42715,30007,23525,6482,19190,275808,0.7839837371280035,0.5507432986070467,0.6469844063694619,0.02296220199086046,1.9944308549099246,9.232781034137936,44.92567013929533
extreme_abs_151_h3,xgboost,local_features,0.63,325005,42715,29502,23254,6248,19461,276042,0.7882177479492916,0.5443989230949315,0.6440034894830857,0.02213326720748167,1.922431962585191,9.077398809249088,45.56010769050685
extreme_abs_151_h3,xgboost,local_features,0.64,325005,42715,28953,22955,5998,19760,276292,0.7928366663212794,0.5373990401498303,0.6405927331584529,0.021247653122675264,1.8455100690758603,8.908478331102598,46.260095985016974
extreme_abs_151_h3,xgboost,local_features,0.65,325005,42715,28445,22706,5739,20009,276551,0.7982422218316049,0.5315697061922041,0.638167509836987,0.02033015693081583,1.765818987400194,8.752173043491638,46.84302938077958
extreme_abs_151_h3,xgboost,local_features,0.66,325005,42715,27929,22445,5484,20270,276806,0.803644956854882,0.525459440477584,0.6354396693278976,0.019426830564313293,1.6873586560206766,8.59340625528838,47.4540559522416
extreme_abs_151_h3,xgboost,local_features,0.67,325005,42715,27392,22160,5232,20555,277058,0.8089953271028038,0.5187873112489758,0.6321765301610397,0.018534131566828437,1.6098213873632714,8.428178028030338,48.12126887510242
extreme_abs_151_h3,xgboost,local_features,0.68,325005,42715,26868,21879,4989,20836,277301,0.8143144260830728,0.5122088259393656,0.6288604975353176,0.017673314676396615,1.5350533068722019,8.26694973923478,48.77911740606344
extreme_abs_151_h3,xgboost,local_features,0.69,325005,42715,26304,21555,4749,21160,277541,0.8194571167883211,0.5046236685005268,0.6246106144684797,0.016823125154982466,1.4612082891032445,8.093413947477732,49.537633149947325
extreme_abs_151_h3,xgboost,local_features,0.7,325005,42715,25779,21269,4510,21446,277780,0.8250513984250747,0.49792812829216904,0.6210470990159722,0.015976478089907542,1.3876709589083245,7.931877971108137,50.2071871707831
extreme_abs_151_h3,xgboost,local_features,0.71,325005,42715,25240,20974,4266,21741,278024,0.8309825673534073,0.49102188926606577,0.6172908542417777,0.01511211874313649,1.3125951908432179,7.76603436870202,50.89781107339342
extreme_abs_151_h3,xgboost,local_features,0.72,325005,42715,24722,20649,4073,22066,278217,0.8352479572850093,0.48341332084747746,0.6123937897593309,0.014428424669665946,1.2532114890540145,7.606652205350687,51.65866791525225
extreme_abs_151_h3,xgboost,local_features,0.73,325005,42715,24138,20287,3851,22428,278439,0.8404590272599222,0.47493854617815756,0.606913676274812,0.01364199936235786,1.1849048476177289,7.42696266211289,52.50614538218424
extreme_abs_151_h3,xgboost,local_features,0.74,325005,42715,23593,19937,3656,22778,278634,0.8450387826897808,0.4667447032658317,0.6013452373770887,0.012951220376208864,1.124905770680451,7.25927293426255,53.32552967341683
extreme_abs_151_h3,xgboost,local_features,0.75,325005,42715,23027,19590,3437,23125,278853,0.8507404351413558,0.4586210932927543,0.5959660491010313,0.012175422437918453,1.0575221919662774,7.085121767357426,54.13789067072457
extreme_abs_151_h3,xgboost,local_features,0.76,325005,42715,22428,19206,3222,23509,279068,0.8563402889245586,0.44963127706894535,0.5896566016302595,0.011413794324984945,0.9913693635482531,6.900816910509069,55.03687229310547
extreme_abs_151_h3,xgboost,local_features,0.77,325005,42715,21874,18850,3024,23865,279266,0.8617536801682363,0.4412969682781224,0.5836907213302575,0.010712387969818271,0.9304472238888633,6.730357994492392,55.870303172187754
extreme_abs_151_h3,xgboost,local_features,0.78,325005,42715,21301,18473,2828,24242,279462,0.867236279986855,0.43247102891256,0.5771369657585603,0.01001806652733005,0.870140459377548,6.554053014569007,56.752897108744
extreme_abs_151_h3,xgboost,local_features,0.79,325005,42715,20720,18086,2634,24629,279656,0.8728764478764479,0.42341097974950254,0.5702214865610468,0.00933082999752028,0.8104490700143074,6.3752865340533225,57.65890202504975
extreme_abs_151_h3,xgboost,local_features,0.8,325005,42715,20098,17662,2436,25053,279854,0.8787939098417753,0.4134847243357134,0.5623676627449732,0.008629423642353608,0.7495269303549176,6.183904863002108,58.651527566428655
extreme_abs_151_h3,xgboost,local_features,0.81,325005,42715,19491,17225,2266,25490,280024,0.883741213893592,0.40325412618518086,0.5538050991865737,0.008027206064685252,0.6972200427685727,5.997138505561453,59.67458738148191
extreme_abs_151_h3,xgboost,local_features,0.82,325005,42715,18923,16823,2100,25892,280190,0.8890239391217037,0.3938429123258808,0.5458645640676206,0.0074391583123738,0.6461439054783773,5.822371963508254,60.61570876741192
extreme_abs_151_h3,xgboost,local_features,0.83,325005,42715,18319,16373,1946,26342,280344,0.8937714940771876,0.38330797143860473,0.536520627846774,0.0068936200361330545,0.5987600190766296,5.636528668789711,61.66920285613953
extreme_abs_151_h3,xgboost,local_features,0.84,325005,42715,17674,15913,1761,26802,280529,0.9003621138395383,0.37253892075383355,0.5270165096292372,0.006238265613376315,0.541837817879725,5.438070183535638,62.746107924616645
extreme_abs_151_h3,xgboost,local_features,0.85,325005,42715,17007,15433,1574,27282,280716,0.9074498735814664,0.36130165047407237,0.516827969592445,0.005575826277941124,0.4843002415347456,5.232842571652744,63.86983495259277
extreme_abs_151_h3,xgboost,local_features,0.86,325005,42715,16317,14905,1412,27810,280878,0.9134644848930563,0.348940653166335,0.5049803496408727,0.005001948350986574,0.4344548545406994,5.0205381455669915,65.1059346833665
extreme_abs_151_h3,xgboost,local_features,0.87,325005,42715,15658,14388,1270,28327,281020,0.9188913015710819,0.33683717663584223,0.4929676391482363,0.004498919550816536,0.3907632190273996,4.817772034276396,66.31628233641578
extreme_abs_151_h3,xgboost,local_features,0.88,325005,42715,14939,13819,1120,28896,281170,0.9250284490260392,0.3235163291583753,0.4793769729767232,0.003967551099932693,0.34461008292180123,4.596544668543561,67.64836708416247
extreme_abs_151_h3,xgboost,local_features,0.89,325005,42715,14203,13237,966,29478,281324,0.9319862000985707,0.3098911389441648,0.4651252679293018,0.003422012823691948,0.29722619652005355,4.3700866140520915,69.01088610558352
extreme_abs_151_h3,xgboost,local_features,0.9,325005,42715,13442,12595,847,30120,281443,0.936988543371522,0.2948612899449842,0.4485638477838915,0.0030004605193240993,0.26061137520961214,4.135936370209689,70.51387100550158
extreme_abs_151_h3,xgboost,local_features,0.91,325005,42715,12659,11931,728,30784,281562,0.9424915080180108,0.27931639939131453,0.43092426048325927,0.0025789082149562507,0.22399655389917078,3.8950169997384654,72.06836006086854
extreme_abs_151_h3,xgboost,local_features,0.92,325005,42715,11751,11159,592,31556,281698,0.9496213088247809,0.2612431230246986,0.40976021738332175,0.0020971341528215667,0.18215104383009492,3.6156366825125765,73.87568769753014
extreme_abs_151_h3,xgboost,local_features,0.93,325005,42715,10821,10351,470,32364,281820,0.95656593660475,0.24232705138710056,0.38669306634787803,0.001664954479436041,0.14461315979754158,3.3294872386578667,75.76729486128994
extreme_abs_151_h3,xgboost,local_features,0.94,325005,42715,9746,9395,351,33320,281939,0.9639852247075723,0.21994615474657614,0.3581708316654276,0.0012434021750681924,0.10799833848710019,2.998723096567745,78.00538452534238
extreme_abs_151_h3,xgboost,local_features,0.95,325005,42715,8454,8211,243,34504,282047,0.9712562100780695,0.19222755472316516,0.3209365045242237,0.0008608168904318254,0.07476808049106937,2.6011907509115244,80.77724452768348
extreme_abs_151_h3,xgboost,local_features,0.96,325005,42715,6899,6764,135,35951,282155,0.9804319466589361,0.15835186702563503,0.2726649735961624,0.0004782316057954586,0.04153782249503854,2.122736573283488,84.1648132974365
extreme_abs_151_h3,xgboost,local_features,0.97,325005,42715,5084,5012,72,37703,282218,0.985837922895358,0.11733583050450662,0.2097115002405908,0.0002550568564242446,0.02215350533068722,1.5642836264057476,88.26641694954934
extreme_abs_151_h3,xgboost,local_features,0.98,325005,42715,3053,3019,34,39696,282256,0.9888634130363577,0.0706777478637481,0.1319262366719105,0.00012044351553367105,0.010461377517268965,0.9393701635359456,92.93222521362519
extreme_abs_151_h3,xgboost,local_features,0.99,325005,42715,1065,1060,5,41655,282285,0.9953051643192489,0.02481563853447267,0.04842393787117405,1.7712281696128096e-05,0.0015384378701866126,0.3276872663497485,97.51843614655273
extreme_abs_151_h3,xgboost,local_features,1.0,325005,42715,0,0,0,42715,282290,0.0,0.0,0.0,0.0,0.0,0.0,100.0
