held_out_country,model,h1_event_rate,h1_balanced_accuracy,h1_precision,h1_recall,h1_f1,h1_roc_auc,h1_pr_auc,h3_event_rate,h3_balanced_accuracy,h3_precision,h3_recall,h3_f1,h3_roc_auc,h3_pr_auc,delta_h1_minus_h3_event_rate,delta_h1_minus_h3_balanced_accuracy,delta_h1_minus_h3_precision,delta_h1_minus_h3_recall,delta_h1_minus_h3_f1,delta_h1_minus_h3_roc_auc,delta_h1_minus_h3_pr_auc
India,random_forest,0.3621692992322363,0.8630604136644431,0.7303563761270931,0.9187145557655956,0.813778256189451,0.9407638114432726,0.8929748760676951,0.3608589991568715,0.8430943679131153,0.7071847189060126,0.8955470038482682,0.7902971497877501,0.9199754917069346,0.8414479028757551,0.001310300075364812,0.019966045751327766,0.0231716572210805,0.023167551917327334,0.02348110640170087,0.02078831973633799,0.051526973191939995
Turkey,random_forest,0.0577395577395577,0.6283904173166012,0.2813918305597579,0.3044189852700491,0.2924528301886792,0.8231491620297883,0.2439130498355403,0.0575043128234617,0.6163885499288184,0.2715447154471544,0.2783333333333333,0.2748971193415638,0.7855031862246626,0.1993546120239234,0.00023524491609600018,0.01200186738778275,0.0098471151126035,0.026085651936715804,0.01755571084711538,0.03764597580512563,0.04455843781161689
United States,random_forest,0.0012551551013089,0.528427802000513,0.2,0.0571428571428571,0.0888888888888888,0.8921610669402411,0.0331794041642233,0.0012729587197672,0.5,0.0,0.0,0.0,0.6499458953282697,0.0050321973364724,-1.7803618458300027e-05,0.02842780200051298,0.2,0.0571428571428571,0.0888888888888888,0.24221517161197137,0.028147206827750897
Bangladesh,random_forest,0.686970923813029,0.7290509844904582,0.8063796564800357,0.968390034824538,0.8799902629016553,0.9114653094026252,0.9585512074714392,0.6841172079134005,0.6723346578450065,0.7719916327204668,0.9564861546855816,0.8543925916900207,0.8633485570573314,0.9315886633233744,0.0028537158996285727,0.05671632664545179,0.03438802375956895,0.01190388013895638,0.025597671211634587,0.04811675234529378,0.02696254414806476
Nigeria,random_forest,0.3905400155400155,0.8142270014693773,0.6767001114827201,0.9057448395921412,0.7746463894501755,0.9095995822727492,0.8672387705191863,0.3879038613081166,0.7988386698035841,0.6751744765702892,0.8598273235144743,0.7563945046353178,0.8755983678788194,0.8490820692303453,0.0026361542318988906,0.015388331665793231,0.001525634912430962,0.04591751607766692,0.018251884814857733,0.03400121439392978,0.01815670128884095
Pakistan,random_forest,0.8204833141542003,0.7170230379179565,0.89067055393586,0.9887798036465638,0.9371644767114884,0.900593333209913,0.9740006523860508,0.8195529221653649,0.7600765479209277,0.9101384924410614,0.943038667981159,0.9262965353991822,0.865546732325883,0.9609652190795172,0.0009303919888353773,-0.043053510002971196,-0.019467938505201343,0.04574113566540483,0.010867941312306173,0.03504660088403,0.013035433306533672
Saudi Arabia,random_forest,0.0125874125874125,0.5159899276046584,0.0434782608695652,0.0444444444444444,0.0439560439560439,0.625861574511244,0.0249503872439305,0.0126713947990543,0.495833732401111,0.0,0.0,0.0,0.5288408069793739,0.013858813247082,-8.398221164179938e-05,0.020156195203547445,0.0434782608695652,0.0444444444444444,0.0439560439560439,0.09702076753187017,0.011091573996848498
Philippines,random_forest,0.0069930069930069,0.5445844078555843,0.0686274509803921,0.0985915492957746,0.0809248554913294,0.8844374020357016,0.0503585225588501,0.0068924183398261,0.5587800547523462,0.0656934306569343,0.1304347826086956,0.087378640776699,0.8911046387890343,0.0444823511031682,0.00010058865318079979,-0.014195646896761893,0.0029340203234577977,-0.03184323331292099,-0.0064537852853696065,-0.006667236753332695,0.005876171455681901
Australia,random_forest,9.579461634256155e-05,0.4999520981030849,0.0,0.0,0.0,0.6556332630772179,0.00027616680475,9.71534052268532e-05,0.5,0.0,0.0,0.0,0.5530994947532064,0.0002170609941393,-1.3587888842916414e-06,-4.7901896915114595e-05,0.0,0.0,0.0,0.10253376832401151,5.910581061069998e-05
United Kingdom,random_forest,9.579461634256155e-05,0.5,0.0,0.0,0.0,0.8200804751868174,0.0005321979776476,9.71534052268532e-05,0.5,0.0,0.0,0.0,0.9221725612125924,0.0012468827930174,-1.3587888842916414e-06,0.0,0.0,0.0,0.0,-0.10209208602577502,-0.0007146848153697999
Vietnam,random_forest,0.0771071034228929,0.7001445544036149,0.37392138063279,0.4653937947494033,0.4146730462519936,0.807112909481579,0.371725966142692,0.0766144083613288,0.6796372877454441,0.4730713245997088,0.3958587088915956,0.4310344827586206,0.778763865902574,0.3751975965952021,0.0004926950615641024,0.02050726665817082,-0.09914994396691879,0.06953508585780771,-0.016361436506627025,0.02834904357900503,-0.0034716304525100883
Thailand,random_forest,0.005168744299179,0.5959747590967928,0.0450819672131147,0.2156862745098039,0.0745762711864406,0.950490995094044,0.050709321420856,0.0052420598211532,0.6782028372415302,0.0546448087431694,0.392156862745098,0.0959232613908872,0.9496351133964642,0.055693622140378,-7.331552197420085e-05,-0.08222807814473743,-0.009562841530054697,-0.17647058823529407,-0.021346990204446595,0.0008558816975797745,-0.0049843007195220015
France,random_forest,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,
Germany,random_forest,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,
Japan,random_forest,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,
